stationId,stationName,observationTime,NFDRType,fuelModelType,oneHR_TL_FuelMoisture,tenHR_TL_FuelMoisture,hundredHR_TL_FuelMoisture,thousandHR_TL_FuelMoisture,kbdi,gsi,woodyLFI_fuelMoisture,herbaceousLFI_fuelMoisture,ignitionComponent,energyReleaseComponent,spreadComponent,burningIndex
42603,BALD MTN LOC,2025-06-05,O,Y,7.39,5.68,9.47,9.42,384,0.74,127.51,136.09,25.56,61.41,2.66,30.92
42603,BALD MTN LOC,2025-06-05,O,Z,7.39,5.68,9.47,9.42,384,0.74,127.51,136.09,20.80,119.37,7.39,66.24
42612,BEN BOLT,2025-06-05,O,V,5.96,5.70,12.02,14.10,423,0.00,60.00,30.00,32.77,6.22,50.49,42.38
42612,BEN BOLT,2025-06-05,O,W,5.96,5.70,12.02,14.10,423,0.00,60.00,30.00,27.72,9.37,20.73,33.97
42612,BEN BOLT,2025-06-05,O,X,5.96,5.70,12.02,14.10,423,0.00,60.00,30.00,36.59,84.07,60.60,152.70
42612,BEN BOLT,2025-06-05,O,Y,5.96,5.70,12.02,14.10,423,0.00,60.00,30.00,35.18,40.67,2.69,25.98
42612,BEN BOLT,2025-06-05,O,Z,5.96,5.70,12.02,14.10,423,0.00,60.00,30.00,33.89,88.96,9.49,66.47
42616,BARON,2025-06-05,O,V,7.99,10.68,15.70,16.32,159,0.35,60.00,30.00,17.96,4.31,37.87,29.79
42616,BARON,2025-06-05,O,W,7.99,10.68,15.70,16.32,159,0.35,60.00,30.00,16.56,5.75,18.23,24.45
42616,BARON,2025-06-05,O,X,7.99,10.68,15.70,16.32,159,0.35,60.00,30.00,21.99,67.96,54.53,128.73
42616,BARON,2025-06-05,O,Y,7.99,10.68,15.70,16.32,159,0.35,60.00,30.00,23.07,29.71,2.59,22.02
42616,BARON,2025-06-05,O,Z,7.99,10.68,15.70,16.32,159,0.35,60.00,30.00,20.04,63.53,7.91,51.90
43008,BLACK DIAMOND,2025-06-05,O,V,10.43,8.14,9.75,10.74,222,0.00,60.00,30.00,19.56,2.52,125.36,42.51
43008,BLACK DIAMOND,2025-06-05,O,W,10.43,8.14,9.75,10.74,222,0.00,60.00,30.00,19.05,4.08,68.53,39.59
43008,BLACK DIAMOND,2025-06-05,O,X,10.43,8.14,9.75,10.74,222,0.00,60.00,30.00,19.56,60.40,210.76,231.61
43008,BLACK DIAMOND,2025-06-05,O,Y,10.43,8.14,9.75,10.74,222,0.00,60.00,30.00,19.56,46.11,5.89,39.12
43008,BLACK DIAMOND,2025-06-05,O,Z,10.43,8.14,9.75,10.74,222,0.00,60.00,30.00,19.56,79.06,28.75,104.89
43010,BRIONES,2025-06-05,O,V,12.81,9.37,12.83,15.23,228,0.00,60.00,30.00,6.15,1.13,35.34,15.59
43010,BRIONES,2025-06-05,O,W,12.81,9.37,12.83,15.23,228,0.00,60.00,30.00,4.89,1.27,12.87,10.79
43010,BRIONES,2025-06-05,O,X,12.81,9.37,12.83,15.23,228,0.00,60.00,30.00,10.74,49.70,129.68,165.60
43010,BRIONES,2025-06-05,O,Y,12.81,9.37,12.83,15.23,228,0.00,60.00,30.00,9.08,29.50,3.60,25.63
43010,BRIONES,2025-06-05,O,Z,12.81,9.37,12.83,15.23,228,0.00,60.00,30.00,9.87,56.71,16.45,69.52
43211,BANNER ROAD,2025-06-05,O,V,6.48,5.51,11.27,12.65,449,0.00,60.00,30.00,34.99,5.69,76.98,46.91
43211,BANNER ROAD,2025-06-05,O,W,6.48,5.51,11.27,12.65,449,0.00,60.00,30.00,28.99,9.05,29.88,37.85
43211,BANNER ROAD,2025-06-05,O,X,6.48,5.51,11.27,12.65,449,0.00,60.00,30.00,38.08,82.48,86.32,171.78
43211,BANNER ROAD,2025-06-05,O,Y,6.48,5.51,11.27,12.65,449,0.00,60.00,30.00,34.48,44.15,3.19,28.91
43211,BANNER ROAD,2025-06-05,O,Z,6.48,5.51,11.27,12.65,449,0.00,60.00,30.00,34.75,92.51,12.76,75.62
43212,BLUE MTN LOOKOUT,2025-06-05,O,V,8.79,6.76,9.71,9.90,210,0.80,144.27,30.00,13.00,3.07,31.47,22.25
43212,BLUE MTN LOOKOUT,2025-06-05,O,W,8.79,6.76,9.71,9.90,210,0.80,144.27,30.00,6.83,2.65,4.36,8.60
43212,BLUE MTN LOOKOUT,2025-06-05,O,X,8.79,6.76,9.71,9.90,210,0.80,144.27,30.00,13.65,41.27,27.57,75.05
43212,BLUE MTN LOOKOUT,2025-06-05,O,Y,8.79,6.76,9.71,9.90,210,0.80,144.27,30.00,22.88,52.87,3.57,33.37
43212,BLUE MTN LOOKOUT,2025-06-05,O,Z,8.79,6.76,9.71,9.90,210,0.80,144.27,30.00,18.06,97.01,9.80,66.22
43407,ALTAMONT,2025-06-05,O,V,7.61,7.00,10.38,12.78,239,0.00,60.00,30.00,34.96,4.64,176.00,65.75
43407,ALTAMONT,2025-06-05,O,W,7.61,7.00,10.38,12.78,239,0.00,60.00,30.00,34.96,7.26,88.91,54.38
43407,ALTAMONT,2025-06-05,O,X,7.61,7.00,10.38,12.78,239,0.00,60.00,30.00,34.96,74.35,258.30,267.85
43407,ALTAMONT,2025-06-05,O,Y,7.61,7.00,10.38,12.78,239,0.00,60.00,30.00,34.96,42.06,7.26,41.58
43407,ALTAMONT,2025-06-05,O,Z,7.61,7.00,10.38,12.78,239,0.00,60.00,30.00,34.96,83.35,36.16,118.43
43702,BRIDGEPORT,2025-06-05,O,V,4.55,6.76,10.93,10.59,190,0.94,183.24,83.99,7.24,0.31,1.65,2.22
43702,BRIDGEPORT,2025-06-05,O,W,4.55,6.76,10.93,10.59,190,0.94,183.24,83.99,12.04,3.09,2.62,7.86
43702,BRIDGEPORT,2025-06-05,O,X,4.55,6.76,10.93,10.59,190,0.94,183.24,83.99,24.00,41.23,17.48,62.10
43702,BRIDGEPORT,2025-06-05,O,Y,4.55,6.76,10.93,10.59,190,0.94,183.24,83.99,46.35,52.62,3.13,31.52
43702,BRIDGEPORT,2025-06-05,O,Z,4.55,6.76,10.93,10.59,190,0.94,183.24,83.99,45.04,103.99,11.25,77.50
43708,BENTON,2025-06-05,O,V,4.42,5.77,8.53,9.03,420,0.00,60.00,30.00,59.34,7.99,133.15,74.14
43708,BENTON,2025-06-05,O,W,4.42,5.77,8.53,9.03,420,0.00,60.00,30.00,51.36,10.15,46.45,51.09
43708,BENTON,2025-06-05,O,X,4.42,5.77,8.53,9.03,420,0.00,60.00,30.00,59.34,88.09,132.79,223.82
43708,BENTON,2025-06-05,O,Y,4.42,5.77,8.53,9.03,420,0.00,60.00,30.00,59.34,59.12,5.06,41.41
43708,BENTON,2025-06-05,O,Z,4.42,5.77,8.53,9.03,420,0.00,60.00,30.00,59.34,110.27,21.91,108.18
43809,BEN LOMOND,2025-06-05,O,V,10.93,8.52,10.70,12.36,368,0.91,174.99,210.70,1.79,0.14,1.27,1.37
43809,BEN LOMOND,2025-06-05,O,W,10.93,8.52,10.70,12.36,368,0.91,174.99,210.70,3.16,1.81,2.45,5.74
43809,BEN LOMOND,2025-06-05,O,X,10.93,8.52,10.70,12.36,368,0.91,174.99,210.70,5.06,27.89,11.77,40.60
43809,BEN LOMOND,2025-06-05,O,Y,10.93,8.52,10.70,12.36,368,0.91,174.99,210.70,13.73,45.56,3.61,31.33
43809,BEN LOMOND,2025-06-05,O,Z,10.93,8.52,10.70,12.36,368,0.91,174.99,210.70,11.35,88.13,9.92,66.54
44207,BATTERSON,2025-06-05,O,V,6.29,5.29,9.94,10.90,359,0.84,155.54,30.00,21.97,3.98,26.81,25.55
44207,BATTERSON,2025-06-05,O,W,6.29,5.29,9.94,10.90,359,0.84,155.54,30.00,18.04,5.91,10.37,19.26
44207,BATTERSON,2025-06-05,O,X,6.29,5.29,9.94,10.90,359,0.84,155.54,30.00,24.36,58.01,31.74,93.83
44207,BATTERSON,2025-06-05,O,Y,6.29,5.29,9.94,10.90,359,0.84,155.54,30.00,41.64,56.84,4.41,37.78
44207,BATTERSON,2025-06-05,O,Z,6.29,5.29,9.94,10.90,359,0.84,155.54,30.00,33.81,117.80,11.17,80.40
44301,ARROYO SECO,2025-06-05,O,V,7.14,8.92,13.40,14.84,492,0.00,60.00,30.00,30.27,5.05,72.53,43.76
44301,ARROYO SECO,2025-06-05,O,W,7.14,8.92,13.40,14.84,492,0.00,60.00,30.00,25.08,7.24,28.23,33.64
44301,ARROYO SECO,2025-06-05,O,X,7.14,8.92,13.40,14.84,492,0.00,60.00,30.00,33.00,74.37,82.54,160.43
44301,ARROYO SECO,2025-06-05,O,Y,7.14,8.92,13.40,14.84,492,0.00,60.00,30.00,29.50,35.36,2.95,25.39
44301,ARROYO SECO,2025-06-05,O,Z,7.14,8.92,13.40,14.84,492,0.00,60.00,30.00,29.72,74.02,11.78,66.30
44302,BIG SUR,2025-06-05,O,V,14.56,15.30,17.92,18.48,317,0.00,60.00,30.00,0.99,0.22,1.93,2.03
44302,BIG SUR,2025-06-05,O,W,14.56,15.30,17.92,18.48,317,0.00,60.00,30.00,0.70,0.00,0.55,0.00
44302,BIG SUR,2025-06-05,O,X,14.56,15.30,17.92,18.48,317,0.00,60.00,30.00,3.84,36.68,33.29,73.13
44302,BIG SUR,2025-06-05,O,Y,14.56,15.30,17.92,18.48,317,0.00,60.00,30.00,3.80,18.78,1.39,13.16
44302,BIG SUR,2025-06-05,O,Z,14.56,15.30,17.92,18.48,317,0.00,60.00,30.00,3.30,36.10,4.31,28.80
44303,BRADLEY,2025-06-05,O,V,5.27,6.17,13.03,15.63,707,0.00,60.00,30.00,34.07,6.97,108.76,52.08
44303,BRADLEY,2025-06-05,O,W,5.27,6.17,13.03,15.63,707,0.00,60.00,30.00,27.66,9.72,40.85,42.59
44303,BRADLEY,2025-06-05,O,X,5.27,6.17,13.03,15.63,707,0.00,60.00,30.00,36.35,85.78,133.19,197.87
44303,BRADLEY,2025-06-05,O,Y,5.27,6.17,13.03,15.63,707,0.00,60.00,30.00,37.33,36.02,3.92,29.10
44303,BRADLEY,2025-06-05,O,Z,5.27,6.17,13.03,15.63,707,0.00,60.00,30.00,34.02,83.62,17.46,82.99
44523,ALCALDE,2025-06-05,O,V,4.57,5.59,6.91,8.09,291,0.00,60.00,30.00,60.11,7.81,146.61,76.83
44523,ALCALDE,2025-06-05,O,W,4.57,5.59,6.91,8.09,291,0.00,60.00,30.00,54.53,10.68,51.02,54.60
44523,ALCALDE,2025-06-05,O,X,4.57,5.59,6.91,8.09,291,0.00,60.00,30.00,60.11,90.18,145.35,235.85
44523,ALCALDE,2025-06-05,O,Y,4.57,5.59,6.91,8.09,291,0.00,60.00,30.00,60.11,65.03,5.42,44.71
44523,ALCALDE,2025-06-05,O,Z,4.57,5.59,6.91,8.09,291,0.00,60.00,30.00,60.11,120.73,23.97,117.72
44701,ASH MOUNTAIN,2025-06-05,O,V,4.92,6.43,9.63,10.49,481,0.00,60.00,30.00,41.51,7.38,59.97,47.39
44701,ASH MOUNTAIN,2025-06-05,O,W,4.92,6.43,9.63,10.49,481,0.00,60.00,30.00,34.59,9.93,23.83,35.58
44701,ASH MOUNTAIN,2025-06-05,O,X,4.92,6.43,9.63,10.49,481,0.00,60.00,30.00,45.69,86.95,69.48,158.53
44701,ASH MOUNTAIN,2025-06-05,O,Y,4.92,6.43,9.63,10.49,481,0.00,60.00,30.00,44.92,53.31,2.94,30.71
44701,ASH MOUNTAIN,2025-06-05,O,Z,4.92,6.43,9.63,10.49,481,0.00,60.00,30.00,43.25,103.63,10.75,74.39
44722,BLACKROCK,2025-06-05,O,V,7.11,7.89,16.42,17.24,51,0.92,176.36,212.84,4.38,0.30,1.57,2.14
44722,BLACKROCK,2025-06-05,O,W,7.11,7.89,16.42,17.24,51,0.92,176.36,212.84,6.53,1.92,2.21,5.59
44722,BLACKROCK,2025-06-05,O,X,7.11,7.89,16.42,17.24,51,0.92,176.36,212.84,11.07,29.61,10.41,41.15
44722,BLACKROCK,2025-06-05,O,Y,7.11,7.89,16.42,17.24,51,0.92,176.36,212.84,32.29,27.91,3.96,25.68
44722,BLACKROCK,2025-06-05,O,Z,7.11,7.89,16.42,17.24,51,0.92,176.36,212.84,26.51,65.23,10.49,59.57
44730,BEAR PEAK,2025-06-05,O,V,6.67,7.91,10.33,10.42,304,0.16,60.00,30.00,37.90,5.50,190.58,73.57
44730,BEAR PEAK,2025-06-05,O,W,6.67,7.91,10.33,10.42,304,0.16,60.00,30.00,37.90,7.81,74.19,56.17
44730,BEAR PEAK,2025-06-05,O,X,6.67,7.91,10.33,10.42,304,0.16,60.00,30.00,37.90,77.04,210.25,259.96
44730,BEAR PEAK,2025-06-05,O,Y,6.67,7.91,10.33,10.42,304,0.16,60.00,30.00,37.90,50.38,6.62,43.57
44730,BEAR PEAK,2025-06-05,O,Z,6.67,7.91,10.33,10.42,304,0.16,60.00,30.00,37.90,93.12,31.75,118.81
44901,BRANCH MOUNTAIN,2025-06-05,O,V,8.99,7.74,10.55,11.07,271,0.08,60.00,30.00,12.15,3.52,38.06,24.55
44901,BRANCH MOUNTAIN,2025-06-05,O,W,8.99,7.74,10.55,11.07,271,0.08,60.00,30.00,11.01,6.10,17.13,23.00
44901,BRANCH MOUNTAIN,2025-06-05,O,X,8.99,7.74,10.55,11.07,271,0.08,60.00,30.00,14.84,68.96,52.69,125.95
44901,BRANCH MOUNTAIN,2025-06-05,O,Y,8.99,7.74,10.55,11.07,271,0.08,60.00,30.00,15.45,47.13,2.08,24.58
44901,BRANCH MOUNTAIN,2025-06-05,O,Z,8.99,7.74,10.55,11.07,271,0.08,60.00,30.00,13.40,86.86,7.30,57.74
45009,BRECKENRIDGE,2025-06-05,O,V,7.28,6.33,12.06,12.65,48,0.94,182.81,222.99,3.41,0.20,1.03,1.46
45009,BRECKENRIDGE,2025-06-05,O,W,7.28,6.33,12.06,12.65,48,0.94,182.81,222.99,5.60,2.19,2.71,5.36
45009,BRECKENRIDGE,2025-06-05,O,X,7.28,6.33,12.06,12.65,48,0.94,182.81,222.99,9.73,31.46,17.86,45.55
45009,BRECKENRIDGE,2025-06-05,O,Y,7.28,6.33,12.06,12.65,48,0.94,182.81,222.99,30.30,43.48,4.67,32.74
45009,BRECKENRIDGE,2025-06-05,O,Z,7.28,6.33,12.06,12.65,48,0.94,182.81,222.99,24.15,87.65,16.66,77.33
45023,BIRD SPRINGS PASS,2025-06-05,O,V,5.94,5.87,10.75,11.08,296,0.00,60.00,30.00,45.76,6.24,203.06,80.51
45023,BIRD SPRINGS PASS,2025-06-05,O,W,5.94,5.87,10.75,11.08,296,0.00,60.00,30.00,45.76,9.34,103.27,65.81
45023,BIRD SPRINGS PASS,2025-06-05,O,X,5.94,5.87,10.75,11.08,296,0.00,60.00,30.00,45.76,83.96,290.52,301.93
45023,BIRD SPRINGS PASS,2025-06-05,O,Y,5.94,5.87,10.75,11.08,296,0.00,60.00,30.00,45.76,50.25,8.58,48.58
45023,BIRD SPRINGS PASS,2025-06-05,O,Z,5.94,5.87,10.75,11.08,296,0.00,60.00,30.00,45.76,99.10,43.03,138.21
45102,BIG PINE FLAT,2025-06-05,O,V,5.80,6.69,13.16,13.43,188,0.87,74.79,74.79,7.88,0.79,3.23,4.51
45102,BIG PINE FLAT,2025-06-05,O,W,5.80,6.69,13.16,13.43,188,0.87,74.79,74.79,15.86,5.30,7.82,16.70
45102,BIG PINE FLAT,2025-06-05,O,X,5.80,6.69,13.16,13.43,188,0.87,74.79,74.79,23.51,67.96,28.29,97.49
45102,BIG PINE FLAT,2025-06-05,O,Y,5.80,6.69,13.16,13.43,188,0.87,74.79,74.79,33.31,42.02,2.64,26.27
45102,BIG PINE FLAT,2025-06-05,O,Z,5.80,6.69,13.16,13.43,188,0.87,74.79,74.79,26.39,90.36,6.55,56.74
45125,BURNS CANYON,2025-06-05,O,V,5.87,5.75,9.44,8.92,73,0.79,142.58,30.00,46.50,4.30,191.72,66.05
45125,BURNS CANYON,2025-06-05,O,W,5.87,5.75,9.44,8.92,73,0.79,142.58,30.00,34.99,3.92,35.29,29.08
45125,BURNS CANYON,2025-06-05,O,X,5.87,5.75,9.44,8.92,73,0.79,142.58,30.00,46.50,51.59,129.60,173.04
45125,BURNS CANYON,2025-06-05,O,Y,5.87,5.75,9.44,8.92,73,0.79,142.58,30.00,46.50,57.26,9.65,54.97
45125,BURNS CANYON,2025-06-05,O,Z,5.87,5.75,9.44,8.92,73,0.79,142.58,30.00,46.50,105.48,40.62,141.00
45134,APPLE VALLEY 2,2025-06-05,O,V,3.66,6.30,10.24,10.40,142,0.71,119.08,122.84,54.68,4.79,67.82,42.64
45134,APPLE VALLEY 2,2025-06-05,O,W,3.66,6.30,10.24,10.40,142,0.71,119.08,122.84,47.95,7.61,29.94,35.90
45134,APPLE VALLEY 2,2025-06-05,O,X,3.66,6.30,10.24,10.40,142,0.71,119.08,122.84,65.57,70.75,93.91,171.02
45134,APPLE VALLEY 2,2025-06-05,O,Y,3.66,6.30,10.24,10.40,142,0.71,119.08,122.84,70.37,54.81,6.31,44.08
45134,APPLE VALLEY 2,2025-06-05,O,Z,3.66,6.30,10.24,10.40,142,0.71,119.08,122.84,70.37,108.71,28.67,120.79
45401,BIG PINES,2025-06-05,O,V,5.36,6.34,10.68,10.46,130,0.90,170.66,30.00,28.99,3.27,35.61,26.87
45401,BIG PINES,2025-06-05,O,W,5.36,6.34,10.68,10.46,130,0.90,170.66,30.00,14.02,2.87,4.78,10.04
45401,BIG PINES,2025-06-05,O,X,5.36,6.34,10.68,10.46,130,0.90,170.66,30.00,29.99,42.55,36.68,88.62
45401,BIG PINES,2025-06-05,O,Y,5.36,6.34,10.68,10.46,130,0.90,170.66,30.00,50.49,51.73,7.41,46.41
45401,BIG PINES,2025-06-05,O,Z,5.36,6.34,10.68,10.46,130,0.90,170.66,30.00,47.36,99.45,16.72,91.18
45438,ACTON,2025-06-05,O,V,7.57,10.41,15.28,15.27,635,0.00,60.00,30.00,31.81,4.67,86.38,47.53
45438,ACTON,2025-06-05,O,W,7.57,10.41,15.28,15.27,635,0.00,60.00,30.00,25.87,6.46,32.80,34.85
45438,ACTON,2025-06-05,O,X,7.57,10.41,15.28,15.27,635,0.00,60.00,30.00,33.99,70.72,106.00,172.36
45438,ACTON,2025-06-05,O,Y,7.57,10.41,15.28,15.27,635,0.00,60.00,30.00,29.12,32.12,3.35,25.64
45438,ACTON,2025-06-05,O,Z,7.57,10.41,15.28,15.27,635,0.00,60.00,30.00,30.33,65.89,13.82,68.22
45442,BEVERLY HILLS,2025-06-05,O,V,10.55,13.65,18.52,17.98,295,0.00,60.00,30.00,12.25,2.45,44.08,25.42
45442,BEVERLY HILLS,2025-06-05,O,W,10.55,13.65,18.52,17.98,295,0.00,60.00,30.00,10.50,2.76,18.59,17.44
45442,BEVERLY HILLS,2025-06-05,O,X,10.55,13.65,18.52,17.98,295,0.00,60.00,30.00,14.55,54.87,63.13,122.76
45442,BEVERLY HILLS,2025-06-05,O,Y,10.55,13.65,18.52,17.98,295,0.00,60.00,30.00,12.79,21.15,2.23,17.50
45442,BEVERLY HILLS,2025-06-05,O,Z,10.55,13.65,18.52,17.98,295,0.00,60.00,30.00,12.62,44.12,8.23,44.77
45509,ALISO LAGUNA,2025-06-05,O,V,15.39,14.48,19.75,20.09,142,1.00,200.00,250.00,0.00,0.00,0.00,0.00
45509,ALISO LAGUNA,2025-06-05,O,W,15.39,14.48,19.75,20.09,142,1.00,200.00,250.00,0.00,0.00,0.00,0.00
45509,ALISO LAGUNA,2025-06-05,O,X,15.39,14.48,19.75,20.09,142,1.00,200.00,250.00,2.22,12.23,13.95,32.01
45509,ALISO LAGUNA,2025-06-05,O,Y,15.39,14.48,19.75,20.09,142,1.00,200.00,250.00,5.41,14.83,3.98,19.53
45509,ALISO LAGUNA,2025-06-05,O,Z,15.39,14.48,19.75,20.09,142,1.00,200.00,250.00,5.19,31.48,13.91,49.10
45601,BANNING,2025-06-05,O,V,7.82,7.18,13.85,16.27,105,0.61,121.40,126.48,24.13,2.66,55.09,29.85
45601,BANNING,2025-06-05,O,W,7.82,7.18,13.85,16.27,105,0.61,121.40,126.48,17.72,3.54,17.06,19.85
45601,BANNING,2025-06-05,O,X,7.82,7.18,13.85,16.27,105,0.61,121.40,126.48,28.80,51.60,75.59,135.04
45601,BANNING,2025-06-05,O,Y,7.82,7.18,13.85,16.27,105,0.61,121.40,126.48,30.90,31.81,4.18,28.43
45601,BANNING,2025-06-05,O,Z,7.82,7.18,13.85,16.27,105,0.61,121.40,126.48,33.33,72.43,18.50,82.15
45616,ANZA,2025-06-05,O,V,6.67,6.67,13.68,16.05,142,0.92,176.80,30.00,16.80,1.01,19.32,10.49
45616,ANZA,2025-06-05,O,W,6.67,6.67,13.68,16.05,142,0.92,176.80,30.00,8.97,2.48,3.16,7.75
45616,ANZA,2025-06-05,O,X,6.67,6.67,13.68,16.05,142,0.92,176.80,30.00,16.48,34.55,17.90,57.88
45616,ANZA,2025-06-05,O,Y,6.67,6.67,13.68,16.05,142,0.92,176.80,30.00,31.79,33.23,3.20,25.76
45616,ANZA,2025-06-05,O,Z,6.67,6.67,13.68,16.05,142,0.92,176.80,30.00,29.32,77.02,10.35,65.06
45617,BEAUMONT,2025-06-05,O,V,7.36,7.69,14.94,16.83,188,0.00,60.00,30.00,30.88,4.85,82.15,45.72
45617,BEAUMONT,2025-06-05,O,W,7.36,7.69,14.94,16.83,188,0.00,60.00,30.00,25.40,7.48,31.97,36.11
45617,BEAUMONT,2025-06-05,O,X,7.36,7.69,14.94,16.83,188,0.00,60.00,30.00,33.36,75.37,92.74,172.24
45617,BEAUMONT,2025-06-05,O,Y,7.36,7.69,14.94,16.83,188,0.00,60.00,30.00,29.15,29.52,3.20,24.28
45617,BEAUMONT,2025-06-05,O,Z,7.36,7.69,14.94,16.83,188,0.00,60.00,30.00,29.90,69.11,13.18,68.71
45735,BELL CANYON,2025-06-05,O,V,11.83,10.87,18.56,20.23,97,0.99,196.23,244.46,0.72,0.02,0.25,0.27
45735,BELL CANYON,2025-06-05,O,W,11.83,10.87,18.56,20.23,97,0.99,196.23,244.46,2.62,0.58,1.88,3.13
45735,BELL CANYON,2025-06-05,O,X,11.83,10.87,18.56,20.23,97,0.99,196.23,244.46,5.67,18.45,14.77,39.71
45735,BELL CANYON,2025-06-05,O,Y,11.83,10.87,18.56,20.23,97,0.99,196.23,244.46,14.32,17.65,4.53,22.35
45735,BELL CANYON,2025-06-05,O,Z,11.83,10.87,18.56,20.23,97,0.99,196.23,244.46,13.67,42.82,15.71,59.35
45744,ALPINE,2025-06-05,O,V,11.21,8.55,14.61,16.38,71,0.92,178.78,216.66,1.63,0.11,0.97,1.06
45744,ALPINE,2025-06-05,O,W,11.21,8.55,14.61,16.38,71,0.92,178.78,216.66,3.80,1.09,3.01,5.20
45744,ALPINE,2025-06-05,O,X,11.21,8.55,14.61,16.38,71,0.92,178.78,216.66,6.75,22.51,17.14,46.01
45744,ALPINE,2025-06-05,O,Y,11.21,8.55,14.61,16.38,71,0.92,178.78,216.66,13.00,27.98,2.98,23.03
45744,ALPINE,2025-06-05,O,Z,11.21,8.55,14.61,16.38,71,0.92,178.78,216.66,15.25,59.54,15.67,69.93
50510,BUCKEYE,2025-06-05,O,V,12.32,13.37,17.47,18.32,2,0.99,198.36,247.42,0.34,0.01,0.08,0.13
50510,BUCKEYE,2025-06-05,O,W,12.32,13.37,17.47,18.32,2,0.99,198.36,247.42,1.66,0.37,1.06,1.76
50510,BUCKEYE,2025-06-05,O,X,12.32,13.37,17.47,18.32,2,0.99,198.36,247.42,6.16,16.47,31.94,53.73
50510,BUCKEYE,2025-06-05,O,Y,12.32,13.37,17.47,18.32,2,0.99,198.36,247.42,12.66,20.52,6.75,29.09
50510,BUCKEYE,2025-06-05,O,Z,12.32,13.37,17.47,18.32,2,0.99,198.36,247.42,12.66,42.96,33.85,85.78
52001,BAILEY,2025-06-05,O,V,8.71,9.42,17.32,18.28,2,0.76,152.78,175.79,5.12,0.59,4.11,4.52
52001,BAILEY,2025-06-05,O,W,8.71,9.42,17.32,18.28,2,0.76,152.78,175.79,5.23,1.43,3.40,6.22
52001,BAILEY,2025-06-05,O,X,8.71,9.42,17.32,18.28,2,0.76,152.78,175.79,8.10,26.30,15.69,45.34
52001,BAILEY,2025-06-05,O,Y,8.71,9.42,17.32,18.28,2,0.76,152.78,175.79,17.51,23.86,2.73,20.39
52001,BAILEY,2025-06-05,O,Z,8.71,9.42,17.32,18.28,2,0.76,152.78,175.79,16.86,54.44,11.25,56.71
52301,ARSENAL,2025-06-05,O,V,10.40,11.78,17.43,19.00,7,0.80,160.71,188.27,2.35,0.30,1.47,2.08
52301,ARSENAL,2025-06-05,O,W,10.40,11.78,17.43,19.00,7,0.80,160.71,188.27,2.74,1.10,1.15,3.35
52301,ARSENAL,2025-06-05,O,X,10.40,11.78,17.43,19.00,7,0.80,160.71,188.27,4.53,23.39,18.80,36.28
52301,ARSENAL,2025-06-05,O,Y,10.40,11.78,17.43,19.00,7,0.80,160.71,188.27,11.25,21.11,3.05,18.49
52301,ARSENAL,2025-06-05,O,Z,10.40,11.78,17.43,19.00,7,0.80,160.71,188.27,9.76,48.77,13.45,49.15
53806,BLACK CANYON,2025-06-05,O,V,10.94,11.13,16.83,15.90,3,0.90,180.29,219.03,1.21,0.11,0.57,0.82
53806,BLACK CANYON,2025-06-05,O,W,10.94,11.13,16.83,15.90,3,0.90,180.29,219.03,2.32,0.89,1.19,3.09
53806,BLACK CANYON,2025-06-05,O,X,10.94,11.13,16.83,15.90,3,0.90,180.29,219.03,4.14,21.37,8.28,29.30
53806,BLACK CANYON,2025-06-05,O,Y,10.94,11.13,16.83,15.90,3,0.90,180.29,219.03,10.17,25.69,1.95,17.77
53806,BLACK CANYON,2025-06-05,O,Z,10.94,11.13,16.83,15.90,3,0.90,180.29,219.03,9.51,52.73,7.22,44.35
53905,BEAR CREEK,2025-06-05,O,V,10.46,16.00,19.36,18.11,1,0.91,175.37,211.29,1.74,0.16,1.04,1.31
53905,BEAR CREEK,2025-06-05,O,W,10.46,16.00,19.36,18.11,1,0.91,175.37,211.29,3.42,0.39,2.37,2.85
53905,BEAR CREEK,2025-06-05,O,X,10.46,16.00,19.36,18.11,1,0.91,175.37,211.29,5.90,18.48,15.43,38.95
53905,BEAR CREEK,2025-06-05,O,Y,10.46,16.00,19.36,18.11,1,0.91,175.37,211.29,13.74,20.33,3.47,21.12
53905,BEAR CREEK,2025-06-05,O,Z,10.46,16.00,19.36,18.11,1,0.91,175.37,211.29,13.22,41.51,13.55,54.58
55305,BLUE PARK,2025-06-05,O,V,13.13,15.06,16.01,14.79,0,0.04,60.00,30.00,3.77,0.96,17.03,10.88
55305,BLUE PARK,2025-06-05,O,W,13.13,15.06,16.01,14.79,0,0.04,60.00,30.00,2.41,0.61,4.00,4.55
55305,BLUE PARK,2025-06-05,O,X,13.13,15.06,16.01,14.79,0,0.04,60.00,30.00,6.03,45.33,72.87,97.16
55305,BLUE PARK,2025-06-05,O,Y,13.13,15.06,16.01,14.79,0,0.04,60.00,30.00,5.52,26.84,2.19,17.69
55305,BLUE PARK,2025-06-05,O,Z,13.13,15.06,16.01,14.79,0,0.04,60.00,30.00,5.16,46.74,9.01,39.85
55504,ALAMOSA,2025-06-05,O,V,6.81,9.03,15.42,16.74,190,0.05,60.00,30.00,38.93,5.36,189.07,72.65
55504,ALAMOSA,2025-06-05,O,W,6.81,9.03,15.42,16.74,190,0.05,60.00,30.00,38.93,7.60,78.85,57.06
55504,ALAMOSA,2025-06-05,O,X,6.81,9.03,15.42,16.74,190,0.05,60.00,30.00,38.93,76.09,223.30,265.74
